foto,arquivo,sala,caixas,controles,periodos,classificacao,tipoDocumento,confiancaMedia,textoResumo
"IMG_8266","IMG_8266.jpg","Sala Instituto de Identificacao","75; 77; 76; 73; 74; 72; 2006; 2007","900.000; 949.999; 950.000; 999.999; 000.000; 049.999; 800.000; 849.999","2006""C""; 2006; 2007; 2006“ A ""; 2006""B""; 2005; 2008; 2009","","","0.857","2302-1o | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TECNICO-CIENTIFICO DE | PERI | INST | asnTVTosETOR | wsTTvTo DE DENTncAÇAO | PERICIA DO RIO GRANDE DO NORTE | NsTryroMTOR | NSTTUTO DE DENTRICAÇkO | INITTUTO DE DENTPCAÇAO | DENTancAÇÃo CNL | NSTTUTO | INSTTUTO TÉCNICO-CIENTiFICO DE | CLAssinCAÇAO | DENTnCAÇÃo cVL | NanrvToteTom | CLASSFICAÇÃO | CLASSFg | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | ooeNTto | LISTA DE CONTROLE | CLAsSRICAÇÃO | DENFriCAÇkO CNL | BOCDENTo | LSTA DE CONTROLE | BoODELN | PERICIA DO RIO GRANDE DO NORTE | aSTTvToDE oEmrcaçko | UMERA VA DA ICEA | DOCDENTo | LSTA DE CONTROLE | DENTIFICAÇAO CIVL | MEIRA VIA DA DENTCADE | NoTIt/TO ceDENTICAÇAO | DENTPcAÇAO CIVL | CLASSFCAÇÃO | CAIXA N° | 75 | MFIRA VA DA IDENTIDACE | CAIXA N° | 77 | CAIX | Nnm0s2104 | CLASSRCAÇAO | iDEsmrcAçAo cvL | LISTA DE CONTROLE | SDODENTO | USTA DE CONTROLE | CAIXA N° | 76 | TRCUMENTO | L牌TA DE CONTROLE | RMERA VIA DA OENTOADE | EIRA VIA DA ICENTIDADE | N° | OoMETo | N° | RA VIA OA IDENTDADE | CAIXA N° | 73 | CAIXA N° | 74 | 2.900.000/2.949.999 | N° | 2.950.000/2.999.999 | 3.000.000/3.049.999 | CAIXAN° | 72 | N° | N° | ANOIPERIODO | 2006""C"" | 2006 | 2007 | ANO/ PERIODO | 2007 | DasaN | N°"
"IMG_8267","IMG_8267.jpg","Sala Instituto de Identificacao","90; 94; 91; 92; 93; 95; 96; 99","650.000; 699.999; 850.000; 899.999; 700.000; 749.999; 750.000; 799.999","2015; 2017“B""; 2016; 2017"" A ""; 2017“C""; 2018; 2019; 2020","","","0.85","arquivo | arduivo | ivo | INSTTTUTO TÉCNICO-CIENTÍFICO DE | INSTITUTO TÉCNICO-CIENTÍFICO DE | PERICIADO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTIFICO DE | INSTITUTO TÉCNICO-CIENTÍFICO DE | PERICIA DO RIO GRANDE DO NORTE | muOMTOR NSTTUTO DE CENTeCAÇhD | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTÍFICO DE | INSTITUTO/SETOR | INSTITUTO DE DENTFICAÇÃO | INSTITUTO TÉCNICO-CIENTÍFICO DE | NSTITUTO/BE TOR | INSTUUTO DE IDENTIFICAÇÃO | INSTITVTOsETOR NSTITVTO DE DENTFCAÇÃO | PERICIA DO RIO GRANDE DO NORTE | CLASSIFICAÇÃO | IDENTIFICAÇÃO CIVIL | PERICIA DO RIO GRANDE DO NORTE | CLASSFCAÇÃG | CENTrcACAO CVL | CLASSIPICAÇÃO | DENTPCAÇÃO CIVL | CLASSIFICAÇÃO | IDENTFICAÇÃO CIVL | INSTITUTOISETOR | NSTITVTO DE IDENTFICAÇAO | LISTA DE CONTROLE | NSTVTOdeTOR | INSTITUTO DE IDENTFICAÇÃO | LIBTA DE CONTWOLE | LISTA DE CONTROLE | CLASSIFICAÇÃO | DENTFICAÇÃO CIVIL | DOCUMENTO | TIPO DE | TPO DE | LISTA DE CONTROLE | PRIMEIRA VIA DA IDENTIDADE | CLASSIFICAÇÃO | IDENTIFICAÇAO CIVIL | PRMERA WA DA DENTCADE | DOCUMENTO | RMDRA VIA DA DENTIDADE | DOcuMENTO | IPODE | CAIXA N° | 90 | EMEIRA VIA DA ICENTIOADE | TIPO DE | LISTA DE CONTROLE | DOCUMENTO | CAIXA N° | 94 | OCOMENTIo | LISTA DE CONTROLE | CAIXA N° | 91 | CAIXAN° | 92 | PRIMERA VIA DA IDENTIDADE | CAIXA N° | PRMEIRA VIA DA IDENTIDADE | NO | 93 | N° | CAIXA N° | 95 | 3.650.000/3.699.999 | NO | No | N° | 3.850.000/3.899.999 | 3.700.000/3.749.999 | 3.750.000/3.799.999 | NO"
"IMG_8268","IMG_8268.jpg","Sala Instituto de Identificacao","96; 97; 98; 71; 102; 2022","950.000; 999.999; 000.000; 049.999; 050.000; 099.999; 449.999; 250.000","2018; 2019; 2002; 2004h A; 2004-B""; 2022","","","0.917","NSTITUTO/SETOR | INSTITUTO DE IDENTIFICAÇÃO | PERÍCIA DO RIO GRANDE DO NORTE | PERÍCIA DO RIO GRANDE D | CNICO-CIENT | CLASSIFICAÇÃO | INSTITUTO/SETOR | INSTITUTO/SETOR | IDENTIFICAÇÃO CIVIL | INSTITUTO DE IDENTIFICAÇÃO | CLASSIFICAÇÃO | INSTITUTO DE IDENTIF | TIPO DE | CLASSIFICAÇÃO | DOCUMENTO | LISTA DE CONTROLE | IDENTIFICAÇÃO CIVIL | DENTIFICAÇÃO CIVIL | CAIXA N° | PRIMEIRA VIA DA IDENTIDADE | TIPO DE | TIPO DE | DOCUMENTO | LISTA DE CONTROLE | DOCUMENTO | 96 | LISTA DE CONTROLE | CAIXA N° | PRIMEIRA VIA DA IDENTIDADE | CAIXAN° | PRIMEIRA VIA DA IDENTIDAL | ivo | NO | 97 | 98 | 3.950.000/3.999.999 | NO | ANOIPERIODO | 4.000.000/4.049.999 | No | 2018 | 4.050.000/4.099.999 | ACO-CIENTIFICO DE | BSERVAÇÃO | GRANDE DO NORTE | ANO/PERIODO | TUTO DE DENTIPCAÇÃO | 2018 | ANO / PERÍODO | NTECAÇAD CMA | OBSERVAÇÃO: | 2019 | OBSERVAÇÃO: | 2019 | 电TADECONTROLE | LA VIA DA OENTDADE | 65 | 00.000/2.449.999 | NO | ND PUOCtO | 2002 | 8 | ot | 00.999 | 2004hA | CAIXAN | 71 | 102 | 2760.000/2.749 999 | 4.250.000/4.299.999 | 2004-B"" | 2022"
"IMG_8269","IMG_8269.jpg","Sala Instituto de Identificacao","41; 39; 40; 38; 37; 46; 42; 44","541.000; 599.999; 531.000; 540.999; 521.000; 530.999; 461.000; 520.999","1995 A; 1994; 1993; 1992; 1972; 1996; 1996""C""; 1995B","","","0.861","PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TECNICO-CIENTIFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | PERICIA DO RIO GRANDE DO NORTE | armvmoseToe | aaITVTo st DENTesesÃs | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTIFICO DE | nSTITUTO DE IDENTrIcACAo | aatmtosthot | VITImVTO DE cENmrIcAÇÃG | CLASSICAÇÃO | NTRCAÇAO CAL | INSYT/TO DMCENTrICACAD | DENmncaçio cvE | CLASsFICAÇAO | DENTFCAÇÁO CINE | oo DEwroe | LISTA Df COITROLE | PERICIA DO RIO GRANDE DO NORTE | CLASBICAÇkO | DENtncAÇAo Cv | CLAssircecko | Doo ENto | ListA De cONTROLE | MpnM VA Da DENTOAC | LIBTA DE CONTHOLE | SocRENTo | LISTA DE CONROLE | CAIXA N° | 41 | nCAÇAD CNL | EIRA VIA DA IDE | 39 | CAIXA N° | 40 | LASTA DE CONTROLE | CAIXAN° | 38 | CAIXA N° | N° | ooMEATO | RAVA食 | N° | 1.541.000/1.599.999 | CAIXAN* | 37 | N° | N° | .531.000/1.540.999 | ANO/PERIOCO | 1995A | 1.521.000/1.530.999 | 1.461.000/1.520.999 | 1994 | AND PERIOO | 1994 | N° | ANO/PERIODO | 1.400.000/1.460.999 | ANOIPERIOCO | 1993 | AClo | ANOI PERGODO | 1992 | CAO | galycart | Polycart | e | PITEP | E | ESETO DE IDENTICAcÃod) | RRININIEIN | CAIXA N° | TOCUMENTO | LABSIFICAÇÁO | DTVTOSETOR | PENATO O RAOE DO ROR | 157.000/157.999 | DENTIICAÇÃO CIVL"
"IMG_8270","IMG_8270.jpg","Sala Instituto de Identificacao","56; 55; 57; 58; 59; 54; 60; 61","036.000; 057.999; 000.000; 035.999; 258.000; 099.999; 100.000; 129.999","2000.2035; 2030.1; 1998""E""; 1998""D""; 1999; 2000; 1998""C""; 2.160.000/2.1999.999","","","0.837","alyeart | 2olyeart | Dalyeart | Dolyeart | DayeaPt | ESinuTODEIDENDICACÃO) | 2000.2035 | odl00 | 2030.1 | Referència | Reteréncia | INSTITUTO TÉCNICO-CIENTÍFICO DE | INSTITUTO TÉCNICO-CIENTÍFICO DE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTÍFICO DE | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTIFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | INSTUTOIETCR INATTUTO DE ICENTFICAÇÃO | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTÍFICO DE | NSTTUTOSETOR | PERICIA DO RIO GRANDE DO NORTE | INSTUTO DE DENTFICAÇAO | CLASSFICAÇÃO | IDENTIFICAÇÃO CIVL | INSTITUTOIsETOR | INSTITUTO DE IDENTFICAÇÃO | CLASSFICAÇÃO | INSTITUTO/sETOR | INSTITUTO DE DENTFICAÇÃO | INSTUTasETOR NSTITVTO Dt DENTFICAÇÃO | CLASSIFICAÇÃO | NSTYFUTOsETOR | WSTUTO DE IDENTIFICAÇÃO | DENTFICAÇÃO CVIL | LISTA DE CONTROLE | DENTIFICAÇÃO CIVL | CLASSIFICAÇÃO | IDENTIFICAÇÁO CIVL | CLASSIFICAÇAO | IDENIPICACAO CIVL | CLASIICAÇÃD | TPO DE | DOCUMENTO | LISTADE CONTROLE | EIRA VIA DA IDENTIDADE | TIPO DE | DOcUMENTO | LISTA DE CONTRDLE | IDENTPICAÇÃO CIVIL | CAIXAN° | PRMEIRA VIA DA IDENTIDADE | OORENTe | LISTA DE CONTROLE | DOCUMENTO | TIPO DE | LISTA DE CONTROLE | CAIXAN° | PRMERA VIA DE IDENTOADE | 56 | CAIXA N° | PRIMEIRA VA DA IDENTIDADE | PRIMEIRA VIA DA IDENTIDADE | LISTA DEL CONTROLE | 55 | 57 | CAIXA N° | 58 | CAIXAN° | 59 | CAIXA N° | PRMEIRA VIA DA CRNTDADE | NO | 54 | No | 2.036.000/2.057.999 | N°"
"IMG_8271","IMG_8271.jpg","Sala do IML","39; 40; 41; 37; 38; 43; 45; 46","155.156; 156.157; 151.152; 152.153; 153.154; 155.000; 155.999; 156.000","1972; 1971","","","0.796","155.156 | 156.157 | 201.a | 151.152 | 152.153 | 153.154 | Rutukncia | Riteriacia | Referéncia | 8 | wsTTUTO rECN | NSTTUTO TECNICOCENTPCO DE | ERTIA DO RIO GMANDE DO NORTE | PERICIA DO RIO GEANDE DO NORTE | o | PERCIA DO RO GIANGE DO NORTE | CIA DO RIO GRANDE DO NORTE | -m/r9P0R | CTuFs pe nemgEALAo | PoDENIo | LACAO | mVIO DELDENTrcachc | yTg DE GENTrcagAo | LANsFCACAO | caçAe | cAcig | ASBPCacAg | CACAecin | paa | acAa CW | CACAO-CNs | oO SENTo | TrO GENTo | CAIXAN° | CAIXAN* | 39 | CAIXAN° | 40 | CAIXAN' | CAIXAN* | CADXAN* | 41 | 37 | 38 | 201.00 | h | 155.000/155.999 | 156.000/156.999 | N° | N | N° | 153.000/154.999 | 152.000/152.999 | AMNOIPENIODO | 1972 | 151.000/151.999 | 1971 | ANOIPERIODO | 1972 | 1971 | ANO/PIRID00 | ANO/PEnicbc | SA | 1971 | Botreart | patyeart | RRlycart | pSTTTUIOe DENTEMkon | 358.159 | J59.560 | 365.162 | 163.164 | Releréncis | Referêncla | Refaréneia | Referéncla | Reterbncia | 8 | 8 | 3"
"IMG_8272","IMG_8272.jpg","A classificar","49; 50; 51; 52; 48; 53; 1972; 56","158.000; 158.999; 159.000; 159.999; 161.000; 162.999; 163.000; 163.999","1972; 1973; 1974","","","0.785","158.000/158.999 | 159.000/159.999 | 1972 | 161.000/162.999 | AND/PE6000 | 163.000/163.999 | ANOIPERGOO | 1972 | ANOIPERIODO | 1972 | ANO/PERIODO | 1972 | 1972 | BsERVCÃG: Ap | KDA | Dalyeart | Bniyeapt | BRtyart | Dayeat | PemEIODEDEATor scio | 166367 | 367.168 | 170.173 | Reterènia | Referência | Referéneia | B | Arquivo | 8 | Referéecia | INSTTUTO TÉCHICO-CIENTIWICO DE | D | INSTITUTO TÉCNICO-CIENTFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO-CIENTiFICO DE | PERICIA DO RIO GRANDE DO NORTE | INSTITU | snmuTonetce | GtnUrO5ETOR | mo pE DENmrcAçig | NSTPuTosEToe | NETTUTO DE DENrncAÇÃo | INSTITUTO TÉCNICO-CIENTFICO DE | PERICIA | CLASIFGAÇÃD | TVTO DE GENTRCACkO | INSTITUTO TÉCNICO-CIENTiFICO DE | MTVToMET0e | CLAsSPIGAÇAD | STITuTO DE DENmrcAÇko | CLASSFIGAÇÃD | CLAMNCAÇÃO | ENTICAÇko cM | PERÍCIA DO RIO GRANDE DO NORTE | uroseroa | TrCAciGOVL | PERICIA DO RIO GRANDE DO NORTE | FEAcko CVL | oDENo | seo u ao | NETITyTO DE DENTVCAÇÃo | LASSFiCAÇAO | NTuARIG DE GENTICAÇAD | awrmyto8T0e | sTmVTO DE ICENTPCAÇiG. | sEane | sONtudto DE DENTACAgÃo | CLASSRICAÇAG | moETpR | E4T0 | CAIXAN° | 49 | GLASSFCAÇÃG | TWcaÇÃo CIVE | CAIXA N° | 50 | CAIXA N°"
"IMG_8273","IMG_8273.jpg","A classificar","41; 72; 73; 76; 1973; 77; 78; 80","956.157; 201.202; 156.000; 156.999; 201.000; 201.999; 202.000; 202.999","1973; 1972; 1974; 207208","","","0.77","956.157 | 201.202 | 202 | 203 | all | Referiocia | 2.04.205 | 8 | Referéncis | aferiia | INSTITUTO TÉCNICO-CIENTFCO DE | 8 | Feferinta | PERICIA DO | D GRANDE DO NORTE | roesoa | 0 | CAÇAo | atho ts | Theaçao | NSTIFUTO TÉC | EWNN | oENro | oewo | Assnckcka | nu9xros | VTEIEENNCREACks | Acika cNs | INSTITUTO TÉCN | CAIXAN° | CADXAN | PERICIA DO RID GR | 41 | 72 | olseo | p0 06EaTo | srcacis | AstrcaCho | HICIA DO RO GRANDE DO | NauTU9 | CAIXAN* | cACks | es tars | 156.000/156.999 | N | 201.000/201.999 | 73 | CADXAN° | 74 | CADXAN | 1973 | 202.000/202.999 | 75 | 1972 | CAIXAN | 203.000/203.999 | 76 | CADXAN | 1973 | 204.000/204.9% | 77 | 1973 | 205.00120 | CADAN | EK | 1073 | 031706.999 | 1974 | 236 | Rayeart | Raiycart | Rebyeart | Raycart | Baycart | Aaycart | 163.164 | 207 | 207208 | 2o82e8 | 2.09.210"
"IMG_8274","IMG_8274.jpg","Sala Instituto de Identificacao","90; 91; 92; 93; 94; 95; 100; 101","219.220; 220.221; 221.222; 222.223; 224.000; 224.499; 218.000; 218.999","1974; 1972; 2002-2; 1975","","","0.812","219.220 | 220.221 | 221.222 | 222.223 | 224225 | Referência | Referência | Referência | Referência | Retaréncia | INSTITUTO TÉCNICO-CIENTÍFICO DE PERICIA | INSTITUTO TÉCNICO-CIENTÍFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | INSTITUTO TÉCNICO-CIENTIFICO DE | DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | PERICIA DO RIO GRANDE DO NORTE | STITUTOSETOR | NITITUTO DR IDENTPICAÇAO | NSTTUTOSETOR INSTITUTO DE DENTFICAÇÃO | NSTTUTOSETOR INSTTUrO DE DENTFICAÇÃO | NSTTUrOSETOR MSTTUTO DE DENTUIcAÇÃO | INSTUTOSETOR | NSTITUTO DE DENTICAÇÃO | NSTTUTosETOR | NSTITUTO DEDENTPICAÇÃO | LASSIFICAÇÃG | IDENTIFIGAÇÃO CINL | CLASSFICAÇÃO | CLASSIFICAÇÃO | CLASSFICAÇÃO | CLASSFICAÇÃO | DENTICAÇÃO CIE | CLA8SFICAÇÁo | CENTWICAÇAO cIVa | DENTRICAÇAO CIVIL | IDENTIFICAÇÃO CIVIL | IDENTIFICAÇÃo CIVE | TIPO DE DOCUMENTO | PRIONTUÁRIO DE IDENTPICAÇÃO | BoDENTo | oo DENTo | DOCUMENTO | TIPO DE | POCUMENTO | PO DE | LASTA DE CONTROLE | PRONTUARO DE IDENTIFICAÇÃO | PRONTUÁRIO DE IDENTIFICAÇÃO | VE | ONTUÁRO DE IDENTIFICAÇÃO | cnNL | CAIXA N° | CAIXA N° | PRMCIRA VIA DA IDENTDADE | CAIXAN° | 90 | CAIXAN° | 91 | CAIXAN° | 92 | CAIXA N° | 93 | 94 | 95 | NO | N° | No | N° | No | 224.000/224.499 | No | 218.000/218.999 | 219.000/219.999 | 220.000/220.999"
"IMG_8275","IMG_8275.jpg","Sala Instituto de Identificacao","2","","16/09/2025; [Período de 2020-2025","Arquivo Geral","","0.965","N° CAIXA | *É obrigatório o preenchimento de todos os campos do protocolo (se aplicáveis). | INSTITUTO -REGIONAL- ASSESSORIA | w | 2 | RESPONSÁVEL PELA ELABORAÇÃO | CAMPOS CHAVE PARA PESQUISA | DOCUMENT | QUANT.DE | (unidade) | CAIXA | O POR | CONTATO DO SETOR OU | NÚMERO DE CONTROLE | DATA DE GERAÇÃO | NÚCLEO DE GESTÄO DO CONHECIMENTO, INFORMAÇÃO, DOCUMENTAÇÃO E MEMÓRIA- NUGECID | PERÍODO/DATA | RESPONSÁVEL | PROTOCOLO DE CONTROLE DE DOCUMENTOS ARQUIVÍSTICOS FÍSICOS | INFORMAÇÃO TECNICA | TIPO DE DOCUMENTO | SETOR | OFÍCIOS E BICS | SECRETARIA DE SEGURANÇA PÚBLICA E DEFESA SOCIAL | OFICIOS | 16/09/2025 | [Período de 2020-2025 | Relatório de Protocolo de Documentos Arquivados] | JOSETE DE OLIVEIRA LOPES | (84)99461-9569 | SETOR OPERACIONAL DE IDENTIFICAÇÃO | INSTITUTO DE IDENTIFICAÇÃO | GOVERNO DO ESTADO DO RIO GRANDE DO NORTE | INSTITUTO TÉCNICO CIENTÍFICO DE PERÍCIA | ARQUIVO GERAL- ITEP | ID. CRIMINAL E COMP. | ID.CRIMINALE COMP. | DOCUMENTO/NOME DO | ID. CRIMINAL E COMP. | PAPILOSCÓPICA | PAPILOSCÓPICA | DESCRIÇÃO DO | INDIÍVDUO | NUMERAÇÃO DE | CONTROLE | OBSERVAÇÃO"
"IMG_8276","IMG_8276.jpg","A classificar","","","(PROJETOS) - 2024; (PROJETO)- 2024; (PROJETOS)- 2024; DIVERSOS -2025; (PROJETO) - 2024; CH A VES -2025","","Livros","0.919","战8亿究纪忆亿亿W6849引a | a | 0 | 0 | 6 | 8 | un | DOCUMENTOS E OFÍCIOS | OFÍCIOS E ALGUNS BICS | LIVROS DE OCORRÊNCIA | OFÍCIOS E ANEXOS | OFÍCIOS | OFÍCIÓS | OFÍCIOS | BICS | BIC | BICS | BIC | BICS | ID. | ID.CRIMIAL E COMP. | ID. | ID. CRIMINAL E COMP. | BICS PRESÍDIO JOÃO | 6 | .CRIMINAL E COMP | PAPILOSCÓPICA | CRIMINAL E COMP. | PAPILOSCÓPICA | PAPILOSCÓPICA | REGISTROS DE ID. | (PROJETOS) - 2024 | (PROJETO)- 2024 | (PROJETO)- 2024 | BICS PRESÍDIO | (PROJETOS)- 2024 | BICS PRESÍDIO | PAPILOSCÓPICA | CRIMINAL E COMP. | PAPILOSCÓPICA | PAPILOSCÓPICA | CRIMINAL E COMP. | PAPILOSCÓPICA | DIVERSOS -2025 | (PROJETO) - 2024 | BICS PRESÍDIO | BICS PRESÍDIO | CHAVES -2025 | BICS PRESÍDIO"
"IMG_8277","IMG_8277.jpg","A classificar","","","","","","0.841","ASSINATURA DO RESPONSÁVEL | [Ex.30] | dooyil | LOCAL | JATA | DATA16y_SETEHBLO | 202s"
"IMG_8278","IMG_8278.jpg","A classificar","","","","","","0.74","PAPLoScofisTA"
